Year,Format,Country,From,Score_type,Score,N_score
2014,Final,Ukraine,Hungary,Combined,2,2.0
2014,Final,Ukraine,Denmark,Combined,1,1.0
2014,Final,Belarus,Russia,Combined,12,12.0
2014,Final,Belarus,Armenia,Combined,8,8.0
2014,Final,Belarus,Azerbaijan,Combined,7,7.0
2014,Final,Belarus,Ukraine,Combined,6,6.0
2014,Final,Belarus,Moldova,Combined,5,5.0
2014,Final,Belarus,Lithuania,Combined,3,3.0
2014,Final,Belarus,Montenegro,Combined,1,1.0
2014,Final,Belarus,Israel,Combined,1,1.0
2014,Final,Azerbaijan,San Marino,Jury,12,12.0
2014,Final,Azerbaijan,Russia,Combined,10,10.0
2014,Final,Azerbaijan,Georgia,Televoters,7,7.0
2014,Final,Azerbaijan,Belarus,Combined,3,3.0
2014,Final,Azerbaijan,Ukraine,Combined,1,1.0
2014,Final,Iceland,San Marino,Jury,8,8.0
2014,Final,Iceland,Italy,Combined,7,7.0
2014,Final,Iceland,France,Combined,7,7.0
2014,Final,Iceland,Netherlands,Combined,6,6.0
2014,Final,Iceland,Norway,Combined,6,6.0
2014,Final,Iceland,Hungary,Combined,5,5.0
2014,Final,Iceland,Denmark,Combined,5,5.0
2014,Final,Iceland,United Kingdom,Combined,4,4.0
2014,Final,Iceland,Sweden,Combined,4,4.0
2014,Final,Iceland,Germany,Combined,2,2.0
2014,Final,Iceland,Austria,Combined,2,2.0
2014,Final,Iceland,Russia,Combined,1,1.0
2014,Final,Iceland,Spain,Combined,1,1.0
2014,Final,Norway,Netherlands,Combined,10,10.0
2014,Final,Norway,Lithuania,Combined,8,8.0
2014,Final,Norway,Poland,Combined,7,7.0
2014,Final,Norway,Finland,Combined,7,7.0
2014,Final,Norway,Ireland,Combined,7,7.0
2014,Final,Norway,Denmark,Combined,6,6.0
2014,Final,Norway,Switzerland,Combined,5,5.0
2014,Final,Norway,Slovenia,Combined,5,5.0
2014,Final,Norway,Latvia,Combined,5,5.0
2014,Final,Norway,Germany,Combined,5,5.0
2014,Final,Norway,Belarus,Combined,4,4.0
2014,Final,Norway,Sweden,Combined,3,3.0
2014,Final,Norway,Greece,Combined,3,3.0
2014,Final,Norway,Portugal,Combined,3,3.0
2014,Final,Norway,Estonia,Combined,3,3.0
2014,Final,Norway,Malta,Combined,2,2.0
2014,Final,Norway,France,Combined,2,2.0
2014,Final,Norway,Austria,Combined,1,1.0
2014,Final,Norway,Romania,Combined,1,1.0
2014,Final,Norway,Iceland,Combined,1,1.0
2014,Final,Romania,Moldova,Combined,12,12.0
2014,Final,Romania,Spain,Combined,8,8.0
2014,Final,Romania,Austria,Combined,8,8.0
2014,Final,Romania,Israel,Combined,8,8.0
2014,Final,Romania,Malta,Combined,8,8.0
2014,Final,Romania,Azerbaijan,Combined,6,6.0
2014,Final,Romania,Belgium,Combined,5,5.0
2014,Final,Romania,Italy,Combined,5,5.0
2014,Final,Romania,Norway,Combined,4,4.0
2014,Final,Romania,North Macedonia,Combined,4,4.0
2014,Final,Romania,Ireland,Combined,2,2.0
2014,Final,Romania,Portugal,Combined,1,1.0
2014,Final,Romania,Belarus,Combined,1,1.0
2014,Final,Armenia,Austria,Combined,12,12.0
2014,Final,Armenia,France,Combined,12,12.0
2014,Final,Armenia,Georgia,Televoters,12,12.0
2014,Final,Armenia,Latvia,Combined,10,10.0
2014,Final,Armenia,Ukraine,Combined,10,10.0
2014,Final,Armenia,Belarus,Combined,10,10.0
2014,Final,Armenia,Montenegro,Combined,10,10.0
2014,Final,Armenia,Russia,Combined,8,8.0
2014,Final,Armenia,North Macedonia,Combined,8,8.0
2014,Final,Armenia,Netherlands,Combined,7,7.0
2014,Final,Armenia,Romania,Combined,7,7.0
2014,Final,Armenia,Greece,Combined,7,7.0
2014,Final,Armenia,Hungary,Combined,7,7.0
2014,Final,Armenia,Malta,Combined,6,6.0
2014,Final,Armenia,Israel,Combined,6,6.0
2014,Final,Armenia,San Marino,Jury,6,6.0
2014,Final,Armenia,Germany,Combined,6,6.0
2014,Final,Armenia,Sweden,Combined,5,5.0
2014,Final,Armenia,Estonia,Combined,5,5.0
2014,Final,Armenia,Portugal,Combined,4,4.0
2014,Final,Armenia,Finland,Combined,4,4.0
2014,Final,Armenia,Spain,Combined,4,4.0
2014,Final,Armenia,Moldova,Combined,3,3.0
2014,Final,Armenia,Iceland,Combined,2,2.0
2014,Final,Armenia,Denmark,Combined,2,2.0
2014,Final,Armenia,Poland,Combined,1,1.0
2014,Final,Montenegro,North Macedonia,Combined,12,12.0
2014,Final,Montenegro,Armenia,Combined,12,12.0
2014,Final,Montenegro,Slovenia,Combined,7,7.0
2014,Final,Montenegro,Albania,Jury,6,6.0
2014,Final,Poland,Germany,Combined,10,10.0
2014,Final,Poland,Italy,Combined,8,8.0
2014,Final,Poland,Ukraine,Combined,7,7.0
2014,Final,Poland,Belarus,Combined,7,7.0
2014,Final,Poland,North Macedonia,Combined,5,5.0
2014,Final,Poland,France,Combined,5,5.0
2014,Final,Poland,Montenegro,Combined,4,4.0
2014,Final,Poland,Hungary,Combined,3,3.0
2014,Final,Poland,Iceland,Combined,3,3.0
2014,Final,Poland,Norway,Combined,2,2.0
2014,Final,Poland,Azerbaijan,Combined,2,2.0
2014,Final,Poland,Moldova,Combined,2,2.0
2014,Final,Poland,Sweden,Combined,2,2.0
2014,Final,Poland,Greece,Combined,1,1.0
2014,Final,Poland,Slovenia,Combined,1,1.0
2014,Final,Greece,Armenia,Combined,7,7.0
2014,Final,Greece,Belarus,Combined,6,6.0
2014,Final,Greece,Russia,Combined,4,4.0
2014,Final,Greece,Azerbaijan,Combined,4,4.0
2014,Final,Greece,Georgia,Televoters,4,4.0
2014,Final,Greece,Italy,Combined,3,3.0
2014,Final,Greece,Israel,Combined,2,2.0
2014,Final,Greece,Albania,Jury,2,2.0
2014,Final,Greece,United Kingdom,Combined,2,2.0
2014,Final,Greece,Malta,Combined,1,1.0
2014,Final,Austria,Switzerland,Combined,12,12.0
2014,Final,Austria,Belgium,Combined,12,12.0
2014,Final,Austria,Netherlands,Combined,12,12.0
2014,Final,Austria,Italy,Combined,12,12.0
2014,Final,Austria,Sweden,Combined,12,12.0
2014,Final,Austria,Israel,Combined,12,12.0
2014,Final,Austria,Ireland,Combined,12,12.0
2014,Final,Austria,Greece,Combined,12,12.0
2014,Final,Austria,Portugal,Combined,12,12.0
2014,Final,Austria,Spain,Combined,12,12.0
2014,Final,Austria,United Kingdom,Combined,12,12.0
2014,Final,Austria,Finland,Combined,12,12.0
2014,Final,Austria,Slovenia,Combined,12,12.0
2014,Final,Austria,Georgia,Televoters,10,10.0
2014,Final,Austria,Hungary,Combined,10,10.0
2014,Final,Austria,Lithuania,Combined,10,10.0
2014,Final,Austria,France,Combined,10,10.0
2014,Final,Austria,Malta,Combined,10,10.0
2014,Final,Austria,Iceland,Combined,10,10.0
2014,Final,Austria,Norway,Combined,10,10.0
2014,Final,Austria,Romania,Combined,8,8.0
2014,Final,Austria,Ukraine,Combined,8,8.0
2014,Final,Austria,Denmark,Combined,8,8.0
2014,Final,Austria,Germany,Combined,7,7.0
2014,Final,Austria,Moldova,Combined,7,7.0
2014,Final,Austria,Latvia,Combined,6,6.0
2014,Final,Austria,Russia,Combined,5,5.0
2014,Final,Austria,Albania,Jury,5,5.0
2014,Final,Austria,Estonia,Combined,4,4.0
2014,Final,Austria,North Macedonia,Combined,3,3.0
2014,Final,Austria,Montenegro,Combined,2,2.0
2014,Final,Austria,Azerbaijan,Combined,1,1.0
2014,Final,Germany,Poland,Combined,8,8.0
2014,Final,Germany,Switzerland,Combined,7,7.0
2014,Final,Germany,Armenia,Combined,6,6.0
2014,Final,Germany,Georgia,Televoters,5,5.0
2014,Final,Germany,Ukraine,Combined,5,5.0
2014,Final,Germany,Albania,Jury,4,4.0
2014,Final,Germany,Slovenia,Combined,2,2.0
2014,Final,Germany,Romania,Combined,2,2.0
2014,Final,Sweden,Denmark,Combined,12,12.0
2014,Final,Sweden,Romania,Combined,12,12.0
2014,Final,Sweden,Ukraine,Combined,12,12.0
2014,Final,Sweden,Estonia,Combined,10,10.0
2014,Final,Sweden,San Marino,Jury,10,10.0
2014,Final,Sweden,Belgium,Combined,10,10.0
2014,Final,Sweden,Israel,Combined,10,10.0
2014,Final,Sweden,Spain,Combined,10,10.0
2014,Final,Sweden,Finland,Combined,10,10.0
2014,Final,Sweden,Slovenia,Combined,8,8.0
2014,Final,Sweden,Hungary,Combined,8,8.0
2014,Final,Sweden,Latvia,Combined,8,8.0
2014,Final,Sweden,Netherlands,Combined,8,8.0
2014,Final,Sweden,Portugal,Combined,8,8.0
2014,Final,Sweden,Norway,Combined,8,8.0
2014,Final,Sweden,Lithuania,Combined,7,7.0
2014,Final,Sweden,Malta,Combined,7,7.0
2014,Final,Sweden,Iceland,Combined,7,7.0
2014,Final,Sweden,Albania,Jury,7,7.0
2014,Final,Sweden,United Kingdom,Combined,7,7.0
2014,Final,Sweden,Moldova,Combined,6,6.0
2014,Final,Sweden,Austria,Combined,6,6.0
2014,Final,Sweden,Switzerland,Combined,6,6.0
2014,Final,Sweden,Poland,Combined,4,4.0
2014,Final,Sweden,France,Combined,4,4.0
2014,Final,Sweden,Ireland,Combined,4,4.0
2014,Final,Sweden,Montenegro,Combined,3,3.0
2014,Final,Sweden,Georgia,Televoters,2,2.0
2014,Final,Sweden,Greece,Combined,2,2.0
2014,Final,Sweden,Russia,Combined,2,2.0
2014,Final,France,Sweden,Combined,1,1.0
2014,Final,France,Finland,Combined,1,1.0
2014,Final,Russia,Azerbaijan,Combined,12,12.0
2014,Final,Russia,Belarus,Combined,12,12.0
2014,Final,Russia,Greece,Combined,10,10.0
2014,Final,Russia,Armenia,Combined,10,10.0
2014,Final,Russia,Moldova,Combined,8,8.0
2014,Final,Russia,Georgia,Televoters,8,8.0
2014,Final,Russia,Lithuania,Combined,6,6.0
2014,Final,Russia,North Macedonia,Combined,6,6.0
2014,Final,Russia,Malta,Combined,5,5.0
2014,Final,Russia,Ukraine,Combined,4,4.0
2014,Final,Russia,Israel,Combined,3,3.0
2014,Final,Russia,Latvia,Combined,2,2.0
2014,Final,Russia,Portugal,Combined,2,2.0
2014,Final,Russia,Estonia,Combined,1,1.0
2014,Final,Italy,Malta,Combined,12,12.0
2014,Final,Italy,Albania,Jury,10,10.0
2014,Final,Italy,Montenegro,Combined,6,6.0
2014,Final,Italy,Switzerland,Combined,2,2.0
2014,Final,Italy,North Macedonia,Combined,2,2.0
2014,Final,Italy,France,Combined,1,1.0
2014,Final,Slovenia,Montenegro,Combined,8,8.0
2014,Final,Slovenia,North Macedonia,Combined,1,1.0
2014,Final,Finland,Norway,Combined,7,7.0
2014,Final,Finland,Italy,Combined,6,6.0
2014,Final,Finland,Estonia,Combined,6,6.0
2014,Final,Finland,Hungary,Combined,6,6.0
2014,Final,Finland,United Kingdom,Combined,6,6.0
2014,Final,Finland,Sweden,Combined,6,6.0
2014,Final,Finland,Iceland,Combined,5,5.0
2014,Final,Finland,Denmark,Combined,4,4.0
2014,Final,Finland,Germany,Combined,4,4.0
2014,Final,Finland,Austria,Combined,4,4.0
2014,Final,Finland,Switzerland,Combined,4,4.0
2014,Final,Finland,Latvia,Combined,3,3.0
2014,Final,Finland,Poland,Combined,3,3.0
2014,Final,Finland,San Marino,Jury,3,3.0
2014,Final,Finland,Belgium,Combined,3,3.0
2014,Final,Finland,Netherlands,Combined,2,2.0
2014,Final,Spain,Albania,Jury,12,12.0
2014,Final,Spain,Switzerland,Combined,8,8.0
2014,Final,Spain,France,Combined,6,6.0
2014,Final,Spain,Ireland,Combined,6,6.0
2014,Final,Spain,United Kingdom,Combined,5,5.0
2014,Final,Spain,Romania,Combined,5,5.0
2014,Final,Spain,Norway,Combined,5,5.0
2014,Final,Spain,Israel,Combined,4,4.0
2014,Final,Spain,Slovenia,Combined,4,4.0
2014,Final,Spain,Latvia,Combined,4,4.0
2014,Final,Spain,Lithuania,Combined,4,4.0
2014,Final,Spain,Ukraine,Combined,2,2.0
2014,Final,Spain,Belgium,Combined,2,2.0
2014,Final,Spain,Armenia,Combined,2,2.0
2014,Final,Spain,Estonia,Combined,2,2.0
2014,Final,Spain,Poland,Combined,2,2.0
2014,Final,Spain,Germany,Combined,1,1.0
2014,Final,Switzerland,Poland,Combined,10,10.0
2014,Final,Switzerland,Portugal,Combined,7,7.0
2014,Final,Switzerland,Romania,Combined,6,6.0
2014,Final,Switzerland,Ireland,Combined,5,5.0
2014,Final,Switzerland,Armenia,Combined,5,5.0
2014,Final,Switzerland,Montenegro,Combined,5,5.0
2014,Final,Switzerland,Greece,Combined,4,4.0
2014,Final,Switzerland,Malta,Combined,3,3.0
2014,Final,Switzerland,Germany,Combined,3,3.0
2014,Final,Switzerland,Austria,Combined,3,3.0
2014,Final,Switzerland,Netherlands,Combined,3,3.0
2014,Final,Switzerland,Slovenia,Combined,3,3.0
2014,Final,Switzerland,Lithuania,Combined,2,2.0
2014,Final,Switzerland,Italy,Combined,2,2.0
2014,Final,Switzerland,United Kingdom,Combined,1,1.0
2014,Final,Switzerland,Georgia,Televoters,1,1.0
2014,Final,Switzerland,Hungary,Combined,1,1.0
2014,Final,Hungary,Montenegro,Combined,12,12.0
2014,Final,Hungary,Romania,Combined,10,10.0
2014,Final,Hungary,North Macedonia,Combined,10,10.0
2014,Final,Hungary,Azerbaijan,Combined,8,8.0
2014,Final,Hungary,Albania,Jury,8,8.0
2014,Final,Hungary,Belgium,Combined,7,7.0
2014,Final,Hungary,Sweden,Combined,7,7.0
2014,Final,Hungary,Israel,Combined,7,7.0
2014,Final,Hungary,Estonia,Combined,7,7.0
2014,Final,Hungary,San Marino,Jury,7,7.0
2014,Final,Hungary,Austria,Combined,7,7.0
2014,Final,Hungary,Russia,Combined,6,6.0
2014,Final,Hungary,Greece,Combined,6,6.0
2014,Final,Hungary,Portugal,Combined,6,6.0
2014,Final,Hungary,Iceland,Combined,6,6.0
2014,Final,Hungary,Belarus,Combined,5,5.0
2014,Final,Hungary,Finland,Combined,5,5.0
2014,Final,Hungary,Netherlands,Combined,4,4.0
2014,Final,Hungary,Moldova,Combined,4,4.0
2014,Final,Hungary,Ukraine,Combined,3,3.0
2014,Final,Hungary,Denmark,Combined,3,3.0
2014,Final,Hungary,Spain,Combined,2,2.0
2014,Final,Hungary,Latvia,Combined,1,1.0
2014,Final,Hungary,Switzerland,Combined,1,1.0
2014,Final,Hungary,Ireland,Combined,1,1.0
2014,Final,Malta,United Kingdom,Combined,10,10.0
2014,Final,Malta,Netherlands,Combined,5,5.0
2014,Final,Malta,Azerbaijan,Combined,5,5.0
2014,Final,Malta,San Marino,Jury,4,4.0
2014,Final,Malta,Finland,Combined,3,3.0
2014,Final,Malta,Ireland,Combined,3,3.0
2014,Final,Malta,Albania,Jury,1,1.0
2014,Final,Malta,Italy,Combined,1,1.0
2014,Final,Denmark,Iceland,Combined,8,8.0
2014,Final,Denmark,Germany,Combined,8,8.0
2014,Final,Denmark,Sweden,Combined,8,8.0
2014,Final,Denmark,Finland,Combined,6,6.0
2014,Final,Denmark,Slovenia,Combined,6,6.0
2014,Final,Denmark,Poland,Combined,6,6.0
2014,Final,Denmark,Belgium,Combined,6,6.0
2014,Final,Denmark,Portugal,Combined,5,5.0
2014,Final,Denmark,Romania,Combined,4,4.0
2014,Final,Denmark,France,Combined,3,3.0
2014,Final,Denmark,Spain,Combined,3,3.0
2014,Final,Denmark,United Kingdom,Combined,3,3.0
2014,Final,Denmark,Switzerland,Combined,3,3.0
2014,Final,Denmark,Norway,Combined,1,1.0
2014,Final,Denmark,Lithuania,Combined,1,1.0
2014,Final,Denmark,Armenia,Combined,1,1.0
2014,Final,Denmark,San Marino,Jury,1,1.0
2014,Final,Denmark,Netherlands,Combined,1,1.0
2014,Final,Netherlands,Iceland,Combined,12,12.0
2014,Final,Netherlands,Norway,Combined,12,12.0
2014,Final,Netherlands,Estonia,Combined,12,12.0
2014,Final,Netherlands,Germany,Combined,12,12.0
2014,Final,Netherlands,Hungary,Combined,12,12.0
2014,Final,Netherlands,Latvia,Combined,12,12.0
2014,Final,Netherlands,Lithuania,Combined,12,12.0
2014,Final,Netherlands,Poland,Combined,12,12.0
2014,Final,Netherlands,Ireland,Combined,10,10.0
2014,Final,Netherlands,Portugal,Combined,10,10.0
2014,Final,Netherlands,Slovenia,Combined,10,10.0
2014,Final,Netherlands,Denmark,Combined,10,10.0
2014,Final,Netherlands,Austria,Combined,10,10.0
2014,Final,Netherlands,Switzerland,Combined,10,10.0
2014,Final,Netherlands,Sweden,Combined,10,10.0
2014,Final,Netherlands,Finland,Combined,8,8.0
2014,Final,Netherlands,United Kingdom,Combined,8,8.0
2014,Final,Netherlands,Belgium,Combined,8,8.0
2014,Final,Netherlands,France,Combined,8,8.0
2014,Final,Netherlands,Greece,Combined,8,8.0
2014,Final,Netherlands,Spain,Combined,7,7.0
2014,Final,Netherlands,North Macedonia,Combined,7,7.0
2014,Final,Netherlands,Armenia,Combined,4,4.0
2014,Final,Netherlands,Italy,Combined,4,4.0
2014,Final,Netherlands,Romania,Combined,3,3.0
2014,Final,Netherlands,Russia,Combined,3,3.0
2014,Final,Netherlands,Belarus,Combined,2,2.0
2014,Final,Netherlands,San Marino,Jury,2,2.0
2014,Final,San Marino,Hungary,Combined,4,4.0
2014,Final,San Marino,Azerbaijan,Combined,3,3.0
2014,Final,San Marino,Albania,Jury,3,3.0
2014,Final,San Marino,Armenia,Combined,3,3.0
2014,Final,San Marino,Moldova,Combined,1,1.0
2014,Final,United Kingdom,Ireland,Combined,8,8.0
2014,Final,United Kingdom,Denmark,Combined,7,7.0
2014,Final,United Kingdom,Spain,Combined,5,5.0
2014,Final,United Kingdom,San Marino,Jury,5,5.0
2014,Final,United Kingdom,Iceland,Combined,4,4.0
2014,Final,United Kingdom,Malta,Combined,4,4.0
2014,Final,United Kingdom,Norway,Combined,3,3.0
2014,Final,United Kingdom,Georgia,Televoters,3,3.0
2014,Final,United Kingdom,Belgium,Combined,1,1.0
2015,Semi-Final,Moldova,Georgia,Jury,10,10.0
2015,Semi-Final,Moldova,Romania,Combined,8,8.0
2015,Semi-Final,Moldova,Armenia,Combined,6,6.0
2015,Semi-Final,Moldova,Serbia,Combined,5,5.0
2015,Semi-Final,Moldova,North Macedonia,Combined,5,5.0
2015,Semi-Final,Moldova,Belarus,Combined,5,5.0
2015,Semi-Final,Moldova,Albania,Combined,2,2.0
2015,Semi-Final,Armenia,Belgium,Combined,12,12.0
2015,Semi-Final,Armenia,Russia,Combined,12,12.0
2015,Semi-Final,Armenia,Georgia,Jury,8,8.0
2015,Semi-Final,Armenia,Greece,Combined,7,7.0
2015,Semi-Final,Armenia,North Macedonia,Combined,7,7.0
2015,Semi-Final,Armenia,Belarus,Combined,7,7.0
2015,Semi-Final,Armenia,France,Combined,5,5.0
2015,Semi-Final,Armenia,Netherlands,Combined,5,5.0
2015,Semi-Final,Armenia,Albania,Combined,5,5.0
2015,Semi-Final,Armenia,Moldova,Combined,4,4.0
2015,Semi-Final,Armenia,Spain,Combined,4,4.0
2015,Semi-Final,Armenia,Romania,Combined,1,1.0
2015,Semi-Final,Belgium,Denmark,Combined,12,12.0
2015,Semi-Final,Belgium,Netherlands,Combined,12,12.0
2015,Semi-Final,Belgium,Finland,Combined,12,12.0
2015,Semi-Final,Belgium,France,Combined,12,12.0
2015,Semi-Final,Belgium,Estonia,Combined,10,10.0
2015,Semi-Final,Belgium,Hungary,Combined,10,10.0
2015,Semi-Final,Belgium,Spain,Combined,10,10.0
2015,Semi-Final,Belgium,Australia,Combined,8,8.0
2015,Semi-Final,Belgium,Russia,Combined,8,8.0
2015,Semi-Final,Belgium,Serbia,Combined,7,7.0
2015,Semi-Final,Belgium,Romania,Combined,7,7.0
2015,Semi-Final,Belgium,Belarus,Combined,6,6.0
2015,Semi-Final,Belgium,Austria,Jury,6,6.0
2015,Semi-Final,Belgium,Greece,Combined,6,6.0
2015,Semi-Final,Belgium,North Macedonia,Combined,6,6.0
2015,Semi-Final,Belgium,Albania,Combined,6,6.0
2015,Semi-Final,Belgium,Moldova,Combined,5,5.0
2015,Semi-Final,Belgium,Georgia,Jury,5,5.0
2015,Semi-Final,Belgium,Armenia,Combined,1,1.0
2015,Semi-Final,Netherlands,Denmark,Combined,7,7.0
2015,Semi-Final,Netherlands,Belgium,Combined,6,6.0
2015,Semi-Final,Netherlands,Estonia,Combined,5,5.0
2015,Semi-Final,Netherlands,Romania,Combined,3,3.0
2015,Semi-Final,Netherlands,Spain,Combined,3,3.0
2015,Semi-Final,Netherlands,Finland,Combined,3,3.0
2015,Semi-Final,Netherlands,Georgia,Jury,2,2.0
2015,Semi-Final,Netherlands,France,Combined,2,2.0
2015,Semi-Final,Netherlands,Albania,Combined,1,1.0
2015,Semi-Final,Netherlands,North Macedonia,Combined,1,1.0
2015,Semi-Final,Finland,Estonia,Combined,4,4.0
2015,Semi-Final,Finland,Serbia,Combined,4,4.0
2015,Semi-Final,Finland,Denmark,Combined,2,2.0
2015,Semi-Final,Finland,Hungary,Combined,2,2.0
2015,Semi-Final,Finland,Belarus,Combined,1,1.0
2015,Semi-Final,Greece,Albania,Combined,12,12.0
2015,Semi-Final,Greece,Armenia,Combined,8,8.0
2015,Semi-Final,Greece,Serbia,Combined,6,6.0
2015,Semi-Final,Greece,Australia,Combined,6,6.0
2015,Semi-Final,Greece,Romania,Combined,6,6.0
2015,Semi-Final,Greece,Netherlands,Combined,6,6.0
2015,Semi-Final,Greece,Russia,Combined,5,5.0
2015,Semi-Final,Greece,Georgia,Jury,4,4.0
2015,Semi-Final,Greece,North Macedonia,Combined,4,4.0
2015,Semi-Final,Greece,Austria,Jury,4,4.0
2015,Semi-Final,Greece,Hungary,Combined,3,3.0
2015,Semi-Final,Greece,France,Combined,3,3.0
2015,Semi-Final,Greece,Belarus,Combined,3,3.0
2015,Semi-Final,Greece,Moldova,Combined,3,3.0
2015,Semi-Final,Greece,Belgium,Combined,3,3.0
2015,Semi-Final,Greece,Finland,Combined,2,2.0
2015,Semi-Final,Greece,Spain,Combined,2,2.0
2015,Semi-Final,Greece,Estonia,Combined,1,1.0
2015,Semi-Final,Estonia,Spain,Combined,12,12.0
2015,Semi-Final,Estonia,Austria,Jury,10,10.0
2015,Semi-Final,Estonia,Russia,Combined,10,10.0
2015,Semi-Final,Estonia,Denmark,Combined,8,8.0
2015,Semi-Final,Estonia,Netherlands,Combined,8,8.0
2015,Semi-Final,Estonia,Finland,Combined,8,8.0
2015,Semi-Final,Estonia,Hungary,Combined,8,8.0
2015,Semi-Final,Estonia,Belarus,Combined,8,8.0
2015,Semi-Final,Estonia,Belgium,Combined,5,5.0
2015,Semi-Final,Estonia,Australia,Combined,5,5.0
2015,Semi-Final,Estonia,Armenia,Combined,4,4.0
2015,Semi-Final,Estonia,Greece,Combined,4,4.0
2015,Semi-Final,Estonia,France,Combined,4,4.0
2015,Semi-Final,Estonia,Georgia,Jury,3,3.0
2015,Semi-Final,Estonia,Moldova,Combined,2,2.0
2015,Semi-Final,Estonia,Serbia,Combined,2,2.0
2015,Semi-Final,Estonia,North Macedonia,Combined,2,2.0
2015,Semi-Final,Estonia,Romania,Combined,2,2.0
2015,Semi-Final,North Macedonia,Serbia,Combined,12,12.0
2015,Semi-Final,North Macedonia,Albania,Combined,10,10.0
2015,Semi-Final,North Macedonia,Australia,Combined,3,3.0
2015,Semi-Final,North Macedonia,Estonia,Combined,2,2.0
2015,Semi-Final,North Macedonia,Moldova,Combined,1,1.0
2015,Semi-Final,Serbia,Australia,Combined,12,12.0
2015,Semi-Final,Serbia,North Macedonia,Combined,12,12.0
2015,Semi-Final,Serbia,Austria,Jury,7,7.0
2015,Semi-Final,Serbia,Netherlands,Combined,7,7.0
2015,Semi-Final,Serbia,Armenia,Combined,5,5.0
2015,Semi-Final,Serbia,Hungary,Combined,4,4.0
2015,Semi-Final,Serbia,Russia,Combined,4,4.0
2015,Semi-Final,Serbia,Belarus,Combined,4,4.0
2015,Semi-Final,Serbia,Finland,Combined,4,4.0
2015,Semi-Final,Serbia,Greece,Combined,2,2.0
2015,Semi-Final,Serbia,France,Combined,1,1.0
2015,Semi-Final,Serbia,Denmark,Combined,1,1.0
2015,Semi-Final,Hungary,Estonia,Combined,12,12.0
2015,Semi-Final,Hungary,Romania,Combined,10,10.0
2015,Semi-Final,Hungary,Serbia,Combined,8,8.0
2015,Semi-Final,Hungary,Finland,Combined,7,7.0
2015,Semi-Final,Hungary,France,Combined,6,6.0
2015,Semi-Final,Hungary,Austria,Jury,5,5.0
2015,Semi-Final,Hungary,Denmark,Combined,4,4.0
2015,Semi-Final,Hungary,Belgium,Combined,4,4.0
2015,Semi-Final,Hungary,Netherlands,Combined,4,4.0
2015,Semi-Final,Hungary,Albania,Combined,3,3.0
2015,Semi-Final,Hungary,Russia,Combined,2,2.0
2015,Semi-Final,Hungary,Australia,Combined,2,2.0
2015,Semi-Final,Belarus,Georgia,Jury,12,12.0
2015,Semi-Final,Belarus,Moldova,Combined,8,8.0
2015,Semi-Final,Belarus,Armenia,Combined,7,7.0
2015,Semi-Final,Belarus,Russia,Combined,6,6.0
2015,Semi-Final,Belarus,Denmark,Combined,3,3.0
2015,Semi-Final,Belarus,Greece,Combined,3,3.0
2015,Semi-Final,Russia,Hungary,Combined,12,12.0
2015,Semi-Final,Russia,Romania,Combined,12,12.0
2015,Semi-Final,Russia,Belarus,Combined,12,12.0
2015,Semi-Final,Russia,Austria,Jury,12,12.0
2015,Semi-Final,Russia,Greece,Combined,12,12.0
2015,Semi-Final,Russia,Finland,Combined,10,10.0
2015,Semi-Final,Russia,Australia,Combined,10,10.0
2015,Semi-Final,Russia,France,Combined,10,10.0
2015,Semi-Final,Russia,Denmark,Combined,10,10.0
2015,Semi-Final,Russia,Armenia,Combined,10,10.0
2015,Semi-Final,Russia,Netherlands,Combined,10,10.0
2015,Semi-Final,Russia,Serbia,Combined,10,10.0
2015,Semi-Final,Russia,Estonia,Combined,8,8.0
2015,Semi-Final,Russia,North Macedonia,Combined,8,8.0
2015,Semi-Final,Russia,Belgium,Combined,8,8.0
2015,Semi-Final,Russia,Spain,Combined,7,7.0
2015,Semi-Final,Russia,Albania,Combined,7,7.0
2015,Semi-Final,Russia,Moldova,Combined,7,7.0
2015,Semi-Final,Russia,Georgia,Jury,7,7.0
2015,Semi-Final,Denmark,Estonia,Combined,7,7.0
2015,Semi-Final,Denmark,Hungary,Combined,7,7.0
2015,Semi-Final,Denmark,Romania,Combined,5,5.0
2015,Semi-Final,Denmark,Australia,Combined,4,4.0
2015,Semi-Final,Denmark,Netherlands,Combined,3,3.0
2015,Semi-Final,Denmark,Armenia,Combined,2,2.0
2015,Semi-Final,Denmark,Finland,Combined,1,1.0
2015,Semi-Final,Denmark,Spain,Combined,1,1.0
2015,Semi-Final,Denmark,Austria,Jury,1,1.0
2015,Semi-Final,Denmark,Belgium,Combined,1,1.0
2015,Semi-Final,Denmark,Greece,Combined,1,1.0
